
---------- Begin Simulation Statistics ----------
simSeconds                                   0.125400                       # Number of seconds simulated (Second)
simTicks                                 125399520500                       # Number of ticks simulated (Tick)
finalTick                                125399520500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    441.41                       # Real time elapsed on the host (Second)
hostTickRate                                284086778                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     680488                       # Number of bytes of host memory used (Byte)
simInsts                                    290285834                       # Number of instructions simulated (Count)
simOps                                      299911254                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   657629                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     679435                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        250799042                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       314835884                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    92126                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      313200980                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 213567                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             15016755                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           8610084                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 181                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           246333119                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.271453                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.846585                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statIssuedInstType_0::No_OpClass        78746      0.03%      0.03% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntAlu     192820392     61.56%     61.59% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntMult      1685410      0.54%     62.13% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntDiv        330170      0.11%     62.23% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatAdd        90436      0.03%     62.26% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCmp        32768      0.01%     62.27% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCvt            0      0.00%     62.27% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMult        85175      0.03%     62.30% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMultAcc            0      0.00%     62.30% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatDiv            0      0.00%     62.30% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMisc        75467      0.02%     62.32% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatSqrt            0      0.00%     62.32% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAdd        65576      0.02%     62.34% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAddAcc            0      0.00%     62.34% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAlu       131136      0.04%     62.39% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCmp       131128      0.04%     62.43% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCvt            0      0.00%     62.43% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMisc        98356      0.03%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMult            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMultAcc            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShift            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShiftAcc            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdDiv            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSqrt            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAdd            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAlu            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCmp            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCvt            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatDiv            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMisc            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMult            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAdd            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAlu            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceCmp            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAes            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAesMix            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma2            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma3            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdPredAlu            0      0.00%     62.46% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemRead     94630794     30.21%     92.67% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemWrite     22945426      7.33%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total      313200980                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         1.248813                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                             3609895                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.011526                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                872716525                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites               327644049                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses       308214233                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                         0                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                        0                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses                0                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                  3842016                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                 2341522                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses         1713603                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                   314840710                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                            0                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                     1891419                       # Number of vector alu accesses (Count)
system.cpu.numInsts                         312356348                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                      94338344                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                    844632                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                               74752                       # Number of nop insts executed (Count)
system.cpu.numRefs                          117139088                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                       47706896                       # Number of branches executed (Count)
system.cpu.numStoreInsts                     22800744                       # Number of stores executed (Count)
system.cpu.numRate                           1.245445                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                          223965                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                         4465923                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                   290285834                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                     299911254                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.863973                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.863973                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.157444                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.157444                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                  355267947                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                 242688519                       # Number of integer regfile writes (Count)
system.cpu.vecRegfileReads                    1776894                       # number of vector regfile reads (Count)
system.cpu.vecRegfileWrites                   1060161                       # number of vector regfile writes (Count)
system.cpu.ccRegfileReads                    91163148                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                   90763664                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                 622112239                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                   315380                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads       93351262                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores      23587381                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads     28779461                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores      4813836                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                49994674                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted          34129724                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect            408933                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups             30818463                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                30654901                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.994693                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                 1322257                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                 50                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups          229479                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits             227823                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses             1656                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted          216                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts        15027145                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls           91945                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts            342520                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples    244283962                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.227980                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.643634                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0       181271408     74.21%     74.21% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1        18282763      7.48%     81.69% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2         9134789      3.74%     85.43% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3         1999180      0.82%     86.25% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4         1011258      0.41%     86.66% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5         1423310      0.58%     87.24% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6         1051679      0.43%     87.67% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7          922311      0.38%     88.05% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8        29187264     11.95%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total    244283962                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted            290350406                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted              299975826                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                   111288544                       # Number of memory references committed (Count)
system.cpu.commit.loads                      89700554                       # Number of loads committed (Count)
system.cpu.commit.amos                          45934                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                       45944                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                   46252477                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions          1575086                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                          0                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                   258851895                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls               1181937                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass        78717      0.03%      0.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu    185893337     61.97%     62.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult      1683136      0.56%     62.56% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv       330123      0.11%     62.67% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd        90436      0.03%     62.70% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp        32768      0.01%     62.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     62.71% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult        83883      0.03%     62.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     62.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     62.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc        68812      0.02%     62.76% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     62.76% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd        65556      0.02%     62.78% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     62.78% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu       131098      0.04%     62.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp       131092      0.04%     62.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     62.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc        98324      0.03%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     62.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     62.90% # Class of committed instruction (Count)
