59 65 81.364440
109 100 82.208483
17 115 96.081093
92 79 3.607320
115 124 96.660034
32 69 78.665665
127 103 40.101272
83 92 63.847118
95 87 49.215766
69 86 23.361186
22 91 19.520438
96 3 4.969824
12 108 94.453561
69 127 19.807796
122 77 24.080750
32 111 82.997085
100 77 10.672277
89 63 51.094795
13 100 93.286700
