
---------- Begin Simulation Statistics ----------
simSeconds                                   0.053194                       # Number of seconds simulated (Second)
simTicks                                  53193758500                       # Number of ticks simulated (Tick)
finalTick                                 53193758500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    186.52                       # Real time elapsed on the host (Second)
hostTickRate                                285187268                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     680992                       # Number of bytes of host memory used (Byte)
simInsts                                    122672167                       # Number of instructions simulated (Count)
simOps                                      130818019                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   657681                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     701353                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        106387518                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       137332808                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   196976                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      137147880                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 238951                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              6711764                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           5230643                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 165                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           105632677                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.298347                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.810020                       # Number of insts issued each cycle (Count)
system.cpu.statIssuedInstType_0::SimdAesMix            0      0.00%     63.28% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash            0      0.00%     63.28% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     63.28% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash            0      0.00%     63.28% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     63.28% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma2            0      0.00%     63.28% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma3            0      0.00%     63.28% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdPredAlu            0      0.00%     63.28% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemRead     34204138     24.94%     88.22% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemWrite     16153700     11.78%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total      137147880                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         1.289135                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                             2788986                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.020336                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                352808523                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites               128178595                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses       120576669                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                         0                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                        0                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses                0                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                 30147851                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                16137966                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses        14526770                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                   124696674                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                            0                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                    15109042                       # Number of vector alu accesses (Count)
system.cpu.numInsts                         136632184                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                      34089429                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                    515696                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                              107807                       # Number of nop insts executed (Count)
system.cpu.numRefs                           50017577                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                       18065476                       # Number of branches executed (Count)
system.cpu.numStoreInsts                     15928148                       # Number of stores executed (Count)
system.cpu.numRate                           1.284288                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                           37746                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                          754841                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                   122672167                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                     130818019                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.867251                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.867251                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.153069                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.153069                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                  153181192                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                  92928757                       # Number of integer regfile writes (Count)
system.cpu.vecRegfileReads                   12542576                       # number of vector regfile reads (Count)
system.cpu.vecRegfileWrites                  11191524                       # number of vector regfile writes (Count)
system.cpu.ccRegfileReads                    31454001                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                   31268054                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                 292711992                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                  4441851                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads       33141024                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores      16786330                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads     10180747                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores      3567663                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                18833910                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted          13033036                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect            137553                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups              9156596                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                 9137358                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.997899                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                  975026                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                 26                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups          223842                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits             203493                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses            20349                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted          196                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts         6723718                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls          196811                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts            132502                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples    104703948                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.250394                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.499266                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0        72223647     68.98%     68.98% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1        10755554     10.27%     79.25% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2         5341089      5.10%     84.35% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3         2068191      1.98%     86.33% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4          899318      0.86%     87.19% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5          601644      0.57%     87.76% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6         2532744      2.42%     90.18% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7          777127      0.74%     90.92% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8         9504634      9.08%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total    104703948                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted            122775370                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted              130921222                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                    46947780                       # Number of memory references committed (Count)
system.cpu.commit.loads                      32034484                       # Number of loads committed (Count)
system.cpu.commit.amos                          98358                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                       98368                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                   17680037                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions         14144510                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                          0                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                   114362117                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls                932333                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass       131141      0.10%      0.10% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu     78225333     59.75%     59.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult       788969      0.60%     60.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv        88024      0.07%     60.52% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd      2098790      1.60%     62.12% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp        32768      0.03%     62.15% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     62.15% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult      2097152      1.60%     63.75% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     63.75% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     63.75% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc        54066      0.04%     63.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     63.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd        65556      0.05%     63.84% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     63.84% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu       131098      0.10%     63.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp       131092      0.10%     64.04% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     64.04% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc       129453      0.10%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     64.14% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     64.14% # Class of committed instruction (Count)
